author,commits,fixes,bugs,sign-off,test,review,report
Tatyana Nikolova,54,6,0,67,0,6,0
Filip Sadowski,13,0,0,13,0,0,0
Andrey Yurovsky,25,0,0,40,4,20,0
Mike Frysinger,1203,0,0,1910,10,1,20
Jackie Li,26,5,2,6,0,1,0
Bogdan Purcareata,22,0,0,32,0,0,0
Ken Chen,31,0,0,98,0,1,0
Guneshwor Singh,29,1,0,68,0,0,0
Vardan Mikayelyan,43,1,0,44,0,1,0
Sevak Arakelyan,13,0,0,16,0,0,0
Razmik Karapetyan,14,0,0,14,0,0,0
Eddie Wai,75,1,0,90,0,7,0
Shunqian Zheng,13,1,0,21,0,0,0
Wu Fengguang,386,8,0,381,9,40,40
Prasad Kanneganti,10,0,0,10,0,0,0
Brandon Streiff,11,0,0,11,0,0,0
Thomas Daniel,16,0,0,24,0,36,0
Jack M,325,66,16,0,0,0,0
Jonathan Brassow,106,1,0,123,0,14,5
Tomoki Sekiyama,14,0,0,14,0,0,0
Evgeny Plehov,13,0,0,19,0,0,0
Ravikumar Kattekola,14,4,0,17,0,0,1
Nogah Frankel,101,7,1,104,1,5,1
Troy Kisky,97,0,0,101,2,0,2
Wojciech Dubowik,12,1,1,21,3,0,3
Roger He,41,0,0,41,1,35,0
Boaz Harrosh,308,0,0,358,5,8,4
James Chapman,65,5,0,97,0,0,0
Pratyush Anand,88,1,0,97,17,16,5
weiping zhang,37,0,0,38,0,0,0
Mark Lord,171,1,0,159,4,0,3
Artur Paszkiewicz,20,4,1,21,1,7,0
Ben Gardner,26,0,0,36,1,0,0
Eugenia Emantayev,83,24,7,111,0,1,0
Andrew Jiang,27,0,0,28,0,5,0
Prashant Sreedharan,20,0,0,23,0,0,0
Krzysztof Mazur,21,0,0,20,6,1,1
Haixia Shi,10,0,0,10,2,0,0
Aliaksei Karaliou,12,0,0,13,0,0,0
David Kershner,290,3,1,618,5,1,0
Tim Sell,79,6,0,84,0,270,0
Yinghai Lu,1271,30,18,1269,16,47,50
Fabien DESSENNE,16,0,0,0,0,0,0
Corentin LABBE,78,3,0,1,4,0,0
Wadim Egorov,20,0,0,20,1,1,0
Florian Echtler,22,0,0,22,2,0,0
David Weinehall,19,2,0,19,10,82,6
Sarangdhar Joshi,20,0,0,21,0,2,0
Yaowei Bai,88,0,0,88,0,0,0
Vincent Legoll,14,0,0,14,0,0,0
Ralf Baechle,2160,2,1,7706,3,1,8
Pei Zhang,12,0,0,16,0,0,1
Ed Swierk,17,0,0,15,0,0,3
Nitin Gupta,62,1,1,66,0,4,3
Byongho Lee,10,0,0,10,0,0,0
alex chen,17,1,0,0,0,0,0
Yang Zhang,33,0,0,47,0,2,1
Peter Oh,41,1,0,41,0,0,0
Keith Packard,215,1,1,456,7,99,5
Allen Hubbe,35,2,0,37,1,2,1
Harsha Priya,25,0,0,58,0,0,1
Jens Freimann,42,0,0,42,0,14,0
Francois Romieu,343,0,0,455,1,2,2
Laurence Evans,12,1,0,3,0,0,0
Dan Streetman,85,7,4,88,2,14,4
Ganesh Mahendran,16,0,0,18,0,1,2
Zhang Shengju,41,1,0,41,2,0,0
Carl Heymann,14,3,3,14,0,0,0
Daeho Jeong,16,1,1,16,0,0,0
Miodrag Dinic,11,0,0,44,0,1,0
David Decotigny,39,0,0,60,0,0,0
Donglin Peng,12,0,0,2,0,0,1
Sathya Perla,229,9,7,411,0,2,1
Tina Ruchandani,37,0,0,38,0,0,0
Steven Whitehouse,804,0,0,1411,0,11,1
Haozhong Zhang,24,3,0,25,2,1,5
Tomasz Majchrzak,15,0,0,15,1,1,0
Rusty Russell,1089,3,0,1993,2,23,14
Martin Peres,107,1,1,133,8,52,8
Hector Martin,11,0,0,11,6,0,1
Ivaylo Dimitrov,29,0,0,40,8,0,4
Jesse Chan,13,0,0,13,0,0,0
Lazar Alexei,11,0,0,11,0,0,0
Ian Molton,95,0,0,98,2,11,5
Jike Song,32,1,0,44,0,9,1
Derek Robson,87,0,0,87,0,0,0
Wang Nan,333,12,4,347,21,0,7
Karsten Merker,11,0,0,11,0,1,1
Valentin Ilie,13,0,0,13,0,0,0
Egil Hjelmeland,38,1,1,38,0,1,3
Wolfgang Grandegger,93,0,0,105,1,1,2
Romain Perier,127,9,4,131,4,3,0
Damien Riegel,50,0,0,50,1,2,0
Jan Engelhardt,458,1,0,462,6,0,11
Matthieu CASTET,73,0,0,62,0,0,10
SZ Lin,17,0,0,17,0,0,0
Michael Turquette,107,1,0,376,1,17,1
Rick Altherr,10,0,0,11,0,2,0
Alexander Kochetkov,31,6,1,31,0,0,0
Krzysztof Adamski,18,0,0,31,0,3,3
Rudolf Marek,53,0,0,55,0,0,0
Nicolas Iooss,79,19,0,82,0,0,4
Kevin Cernekee,191,2,0,201,4,8,3
Aleksandar Markovic,33,23,0,53,0,0,0
Matthias Schwarzott,104,0,0,107,1,2,1
Dmitry Kasatkin,197,0,0,214,1,2,9
Rakib Mullick,63,0,0,58,0,0,6
Markus Trippelsdorf,25,4,0,22,16,0,54
yangbo lu,25,2,1,0,0,0,0
Girish Moodalbail,13,6,0,13,0,1,0
Calvin Owens,23,3,0,23,0,0,4
Baoyou Xie,132,0,0,132,0,3,0
Dean A,36,0,0,0,0,0,0
Srishti Sharma,24,0,0,23,0,0,0
Justin Maggard,10,2,0,9,1,0,3
Jason Wessel,200,0,0,286,3,0,3
David Milburn,23,2,0,20,4,1,3
Chris Metcalf,465,1,0,536,1,21,2
Dongjin Kim,16,0,0,18,1,1,0
Bhaktipriya Shridhar,204,0,0,204,0,0,0
Shrikrishna Khare,22,0,0,24,0,0,0
Andrea Adami,24,0,0,25,1,0,5
Masakazu Mokuno,55,0,0,55,0,0,0
Ramesh Shanmugasundaram,31,0,0,58,1,6,3
Vladimir Barinov,108,1,0,177,0,1,2
Mirza Krak,11,0,0,11,1,0,0
Lv Zheng,510,31,28,1034,0,0,1
Cihangir Akturk,36,2,0,36,0,0,0
Chris Fries,13,0,0,4,0,0,1
Tom Saeger,20,0,0,20,0,3,0
Eric Sesterhenn,206,1,0,210,4,0,15
Gargi Sharma,57,0,0,57,0,0,0
Christos Gkekas,25,0,0,25,0,0,0
Andreas Rohner,11,0,0,11,3,0,0
Stephen Bates,10,1,1,21,8,24,5
Julian Scheel,15,0,0,15,0,0,0
Michael Holzheu,243,12,9,248,9,22,11
Fan Du,52,1,0,65,1,0,3
Jaewon Kim,30,1,0,35,0,1,0
Tahsin Erdogan,62,11,1,63,3,0,2
Sumit Semwal,34,2,0,168,1,54,2
Ed Blake,24,0,0,24,0,0,1
Vijay Kumar,37,0,0,41,0,12,0
Simon Guinot,76,6,2,76,7,0,3
Harald Welte,139,0,0,196,0,0,1
Roy Franz,28,0,0,29,1,5,0
Ken Wang,47,0,0,49,0,74,0
Andy Zhou,35,0,0,49,0,0,0
Vaidyanathan Srinivasan,30,0,0,31,2,13,1
Steve Grubb,37,0,0,33,1,0,8
Loc Ho,42,2,2,59,4,4,1
Akshay Bhat,21,0,0,30,1,2,0
Dick Kennedy,38,0,0,646,0,1,1
Yi Yang,13,0,0,13,0,0,0
Eric Nelson,22,0,0,23,4,0,1
Zhou Chengming,11,1,0,11,0,0,0
Salvatore Benedetto,16,0,0,16,0,0,1
Tomas Melin,11,0,0,11,1,0,1
Kirtika Ruchandani,22,20,0,22,0,0,1
Craig Gallek,41,17,8,41,0,0,1
Stefan Kristiansson,23,1,0,24,0,0,0
Jeff McGee,14,0,0,18,0,17,0
Adriana Reus,27,1,0,27,0,0,0
Yair Shachar,10,0,0,10,0,1,0
James Hartley,10,2,0,13,1,14,0
Vishwanath Pai,10,2,2,11,0,0,0
Yotam Gigi,85,13,4,102,2,12,2
Rocky Hao,13,0,0,13,1,0,2
James Ban,14,0,0,14,0,0,0
Li Bin,22,2,0,24,0,0,0
Karun Eagalapati,23,0,0,23,0,0,0
Aastha Gupta,40,0,0,40,0,0,0
Alexandre Bailon,69,3,0,71,1,0,4
Jerry Zuo,15,0,0,15,0,1,1
Nik Nyby,21,0,0,21,0,0,0
Dave Gordon,85,2,0,97,0,47,2
Scott Teel,26,0,0,27,0,251,0
sayli karnik,49,0,0,49,0,0,0
Mihaela Muraru,25,0,0,25,0,0,0
Steve Lin,10,0,0,13,0,1,0
Georgiana Chelu,20,0,0,20,0,0,0
Viswas G,19,0,0,42,0,0,0
Kurt Garloff,13,0,0,13,0,0,1
Pavel Roskin,203,0,0,217,19,3,20
Suniel Mahesh,19,1,0,22,0,0,0
Duane Grigsby,12,0,0,13,0,0,0
Hoegeun Kwon,23,0,0,24,5,3,0
Yijing Wang,201,1,0,230,23,17,0
Peter Foley,42,0,0,43,0,0,1
Christopher Spinrath,14,1,0,16,1,0,0
Michal Marek,260,5,0,1200,1,18,1
Vitaly Mayatskikh,11,0,0,10,2,0,1
Behan Webster,44,0,0,68,0,0,1
Uladzislau Rezki,20,1,1,20,0,4,0
Luca Abeni,24,1,0,29,3,9,4
Ding Tianhong,16,2,0,150,2,6,5
Harvey Hunt,23,3,0,29,2,3,1
Kelvin Cheung,31,0,0,32,0,0,0
Yasunori Goto,64,0,0,75,2,0,2
Kautuk Consul,35,0,0,36,0,0,1
anish kumar,22,0,0,23,0,0,0
Tsutomu Itoh,56,1,0,56,6,1,15
simran singhal,90,0,0,90,0,0,0
Keerthi Reddy,12,0,0,12,0,0,0
Shrirang Bagul,10,0,0,9,0,0,1
Soren Brinkmann,163,0,0,173,4,10,1
Ethan Zhao,15,0,0,18,0,2,2
Aviad Krawczyk,26,0,0,26,0,0,0
Sameer Wadgaonkar,75,0,0,75,0,20,0
David Binder,105,0,0,102,0,52,0
Harish Chegondi,54,2,0,63,0,35,0
Darren Salt,13,0,0,21,5,0,0
Corbin McElhanney,13,0,0,12,0,0,0
Zeyu Fan,24,0,0,24,0,5,0
Amy Zhang,19,0,0,19,0,0,0
Leon Elazar,16,0,0,16,0,0,0
Ben Widawsky,540,0,0,589,14,248,4
Katie Dunne,16,0,0,16,0,0,0
Valentin Rothberg,74,5,0,78,0,0,13
Alex Ng,24,1,0,25,34,2,1
Guy Shapiro,13,0,0,18,0,1,0
Thomas Garnier,30,4,3,32,1,1,0
Nikola Pajkovsky,11,2,0,11,0,0,0
Petr Vandrovec,31,1,0,39,1,0,5
Iyappan Subramanian,111,0,0,153,0,0,0
Nobuhiro Iwamatsu,211,0,0,219,7,7,8
Haim Dreyfuss,60,7,3,64,0,0,2
Stefan Agner,450,31,3,480,25,72,12
Yinbo Zhu,17,1,0,33,0,0,0
Peng Ma,23,0,0,24,2,2,0
Andi Shyti,98,2,1,101,12,88,1
James Smart,1379,25,19,1476,7,84,1
Himanshu Madhani,140,16,0,641,66,71,3
Quinn Tran,271,48,16,282,1,5,0
Shyam Sundar,27,0,0,28,1,0,0
Soeren Moch,25,5,0,31,4,0,3
Jiangfeng Xiao,19,1,0,19,0,0,0
Stefan Hajnoczi,154,2,0,167,0,114,5
Oleksij Rempel,269,17,2,273,5,21,5
David Jeffery,17,1,0,15,1,0,9
Jacopo Mondi,222,21,5,231,63,92,3
Justin Chen,22,1,0,23,1,2,1
Yang Yingliang,42,7,1,46,1,0,4
Kamel Bouhara,11,0,0,11,0,0,0
Fabrizio Castro,341,17,5,347,6,143,1
Chris Brandt,122,12,5,123,24,0,2
Tova Mussai,15,0,0,15,0,0,0
Andreas Schwab,107,10,0,108,11,0,25
Zhang Rui,392,8,3,945,3,6,8
Joe Carnuccio,128,1,1,124,0,0,0
Doug Berger,89,38,2,94,0,1,0
John Hurley,121,25,11,121,0,86,1
Phil Sutter,153,11,0,155,4,1,10
Varun Prakash,113,1,0,115,0,0,1
Erik Kaneda,81,6,4,7,0,0,0
Federico Vaga,73,1,0,75,0,3,1
Atish Patra,38,1,0,50,2,26,2
Dedy Lansky,62,0,0,70,0,0,0
Ahmad Masri,24,0,0,24,0,0,0
Brian Foster,409,7,2,412,10,774,18
Stanislaw Gruszka,868,33,13,928,6,18,19
Gurchetan Singh,13,2,1,13,1,14,1
Yuanjiang Yu,11,0,0,11,0,0,0
Andrey Grodzovsky,240,2,1,247,2,94,0
Samson Tam,17,0,0,17,0,0,0
Hugo Hu,11,0,0,11,0,3,0
Joshua Aberback,27,0,0,27,0,7,0
Emily Deng,74,0,0,77,3,25,0
Philip Yang,36,0,0,39,19,14,0
Ben Zhang,28,0,0,33,0,1,0
Wright Feng,18,0,0,21,0,1,0
Phong Tran,38,0,0,38,4,0,0
Austin Kim,12,0,0,12,0,0,1
Eduardo Abinader,10,0,0,10,0,0,0
Rajmohan Mani,16,1,0,22,7,0,1
Zumeng Chen,11,0,0,10,1,0,1
Jason Gerecke,177,23,5,178,29,61,1
Even Xu,16,0,0,16,0,0,0
Ludovic Barre,103,0,0,123,4,6,0
Enrico Weigelt,95,4,2,25,0,63,0
Joonas Lahtinen,130,13,3,427,2,1075,5
Andrey Ryabinin,195,41,7,205,3,50,15
Paul Mackerras,1262,61,24,4981,8,46,26
Kieran Bingham,185,13,4,219,13,212,3
Dave Gerlach,130,8,3,162,12,1,4
Biao Huang,27,5,1,27,0,4,0
zhong jiang,184,8,0,185,1,0,1
Roman Penyaev,11,0,0,11,0,3,0
Suwan Kim,11,3,3,11,0,0,0
Alexander Shishkin,360,35,22,476,8,13,9
Oleg Nesterov,1434,14,2,1497,3,143,57
Johannes Weiner,586,30,20,626,0,45,14
Alex Williamson,384,26,5,645,15,55,19
Ivan Mikhaylov,26,2,1,26,0,0,0
Tao Ren,24,1,0,25,1,1,0
Andrew Jeffery,155,16,10,173,6,98,2
Jitao Shi,17,1,1,18,0,0,0
Gabriel Fernandez,110,11,9,177,5,0,3
Dong Aisheng,228,9,0,308,8,80,3
Prashant Bhole,52,18,0,52,1,0,2
Paul Chaignon,12,4,0,12,1,0,0
Andrew Donnellan,69,15,3,76,9,139,5
Ludovic Desroches,215,15,3,296,38,6,1
Chaotian Jing,53,4,0,64,0,4,0
Simon Geis,10,0,0,10,0,0,0
Aaron Ma,24,1,0,23,2,0,1
Katsuhiro Suzuki,92,2,0,92,8,0,2
Animesh Manna,26,2,2,44,0,9,0
Dragos Bogdan,11,2,0,13,3,0,0
Neil Armstrong,660,73,48,883,75,264,1
Maxime Jourdan,34,2,1,34,3,8,2
Rajendra Nayak,308,5,3,395,57,27,12
Cristian Birsan,17,3,0,19,0,0,0
Vivien Didelot,653,29,14,657,22,209,4
Todd Kjos,60,5,4,66,0,5,0
Thomas Falcon,149,6,4,152,1,2,0
Srikar Dronamraju,84,6,2,86,7,34,12
Priit Laes,72,4,0,85,2,0,4
Vandana BN,22,0,0,22,0,0,0
Pavel Shilovsky,347,3,0,369,0,282,0
Kirill Tkhai,344,9,2,344,1,31,13
Xiongfeng Wang,23,0,0,24,20,0,1
Christoph Fritz,48,0,0,51,9,1,5
Kevin Hilman,696,1,1,2453,351,526,51
Heiko Carstens,1820,47,9,2263,19,195,47
Yufen Yu,33,9,2,33,0,0,5
Sylwester Nawrocki,848,13,4,1495,62,203,12
Abel Vesa,64,6,0,78,0,49,1
Iuliana Prodan,33,7,1,35,5,7,0
Jonathan Cameron,972,9,0,5928,22,75,25
Quan Nguyen,19,1,0,43,0,0,0
Sharon Dvir,17,2,0,17,0,0,1
Guodong Xu,45,1,0,67,0,0,0
Milosz Tanski,17,0,0,18,3,3,1
Colin Cross,188,0,0,228,5,0,5
Alex Frid,10,1,0,9,0,0,0
Darren Trap,16,1,0,2,0,0,0
Alexander Kuleshov,78,0,0,78,1,0,0
Philipp Reisner,478,1,0,1304,0,0,0
Hu Ziji,12,0,0,12,0,0,0
Addy Ke,19,1,0,27,0,0,2
Will Newton,36,0,0,34,4,0,3
Liam Breck,27,8,0,30,0,0,0
Oskar Schirmer,42,0,0,50,0,0,2
Nathan Sullivan,18,1,0,22,0,0,0
Noam Camus,61,1,1,70,0,0,4
Carlos Palminha,42,0,0,42,0,0,0
LABBE Corentin,177,4,4,118,1,0,0
WANG Cong,330,69,21,216,1,61,1
Annie Li,13,0,0,11,1,0,1
Jeeja KP,191,1,0,260,3,0,0
Ramesh Babu,12,0,0,30,1,0,0
stephen hemminger,619,13,7,0,0,0,0
Varadarajan Narayanan,28,0,0,33,1,0,0
Tom Rini,23,1,0,26,12,3,2
Stephan Gatzka,10,0,0,10,1,0,0
Sachin Prabhu,72,0,0,74,2,4,2
Frank Wang,24,0,0,34,0,0,0
Ben Evans,14,0,0,15,0,30,0
Dasaratharaman Chandramouli,59,0,0,85,0,6,0
Rabin Vincent,375,16,1,389,11,6,19
Simon Xue,11,0,0,14,0,0,0
Jemma Denson,30,0,0,30,0,0,0
Jamie Iles,178,0,0,184,9,41,4
Krzysztof Opasiak,48,5,0,63,2,20,1
Jonathan Richardson,13,0,0,13,12,3,1
Liping Zhang,126,42,0,128,1,0,3
Graeme Gregory,66,0,0,85,0,6,1
Sukumar Ghorai,18,0,0,19,2,0,0
Yunzhi Li,11,0,0,13,0,0,0
Zhangfei Gao,89,0,0,110,1,25,1
Jag Raman,30,0,0,0,0,0,0
Anju T,39,7,3,43,1,0,0
Sanchayan Maity,36,1,0,36,0,0,0
Liu Shuo,16,0,0,12,0,0,0
Martin Peschke,54,0,0,73,1,8,0
Chuanxiao Dong,57,7,1,69,1,3,2
Ping Gao,29,0,0,30,0,0,0
Haibo Chen,27,2,1,47,1,0,0
Dmitry Tunin,22,0,0,22,0,0,0
Tiffany Lin,33,2,0,39,0,2,0
Dean Jenkins,33,0,0,34,0,0,0
Miao Xie,344,0,0,391,1,44,6
Steffen Trumtrar,103,0,0,126,10,7,3
Dharageswari R,21,0,0,29,1,0,0
Dima Zavin,23,1,0,24,0,1,2
David Matlack,34,0,0,34,1,14,1
Egbert Eich,52,0,0,55,2,9,1
Binoy Jayan,39,0,0,39,0,0,0
Alexey Klimov,85,1,0,90,0,3,2
Nathaniel Clark,14,0,0,15,0,21,0
Sebastien Buisson,24,0,0,25,0,17,0
Andriy Skulysh,22,0,0,23,0,11,0
Wincy Van,11,0,0,11,0,4,1
Alexandre TORGUE,78,1,0,167,26,3,0
Prabhakar Lad,47,3,0,2,4,1,4
David Dillow,40,1,0,48,2,5,0
Krister Johansen,12,2,0,11,2,0,2
Alex Xie,38,0,0,38,0,12,0
Liang Li,13,0,0,16,0,0,1
Wanlong Gao,68,1,0,72,27,22,3
Matvejchikov Ilya,12,0,0,9,0,0,1
Kalesh AP,54,3,1,78,0,0,0
Qiao Zhou,23,0,0,25,0,0,0
Hari Prasath,61,0,0,60,0,0,0
Steve Dickson,29,1,0,51,7,17,9
Alexei Potashnik,11,0,0,14,0,0,1
Erik Arfvidson,86,0,0,88,0,0,0
Mateusz Jurczyk,13,2,0,13,0,0,0
David Gstir,15,3,2,18,0,10,1
Petr Kulhavy,29,0,0,29,0,0,0
Enrico Mioso,14,0,0,13,3,1,2
John Brooks,10,3,0,10,0,0,0
Peng Tao,262,2,0,390,0,18,6
Zheng Li,72,0,0,5,0,0,0
Alban Browaeys,17,2,0,17,1,0,14
Jim Baxter,11,0,0,13,0,1,2
Ian Munsie,110,3,2,120,0,3,3
Jon Cooper,30,0,0,0,0,0,0
Nandor Han,11,0,0,15,0,1,2
Leonid Yegoshin,85,2,2,84,0,4,1
Mengdong Lin,110,0,0,123,2,0,3
Karl Beldan,63,7,2,66,0,0,3
Pantelis Antoniou,49,0,0,52,0,0,1
Ralph Metzler,15,0,0,17,1,0,0
Octavian Purdila,99,0,0,114,1,12,2
Eric Ren,10,1,0,10,2,7,1
Frans Klaver,106,0,0,108,1,2,1
Puthikorn Voravootivat,12,0,0,12,4,1,0
Vlad Yasevich,402,11,1,481,0,10,6
Zach Brown,110,1,0,117,2,28,3
Jiancheng Xue,21,1,0,44,0,4,0
Xiaoguang Chen,12,0,0,12,0,1,0
Sebastian Siewior,127,1,0,101,3,1,4
Andrey Utkin,44,2,0,45,4,4,0
Ralph Sennhauser,28,2,0,32,6,1,4
Igal Liberman,25,0,0,28,0,0,2
Li Wei,15,0,0,22,0,8,1
Aurelien Jacquiot,17,0,0,23,0,0,0
Chen Feng,23,1,0,27,0,2,2
Olav Haugan,12,0,0,12,0,0,0
Robert Bragg,30,0,0,29,0,6,0
Ram Amrani,46,4,2,82,1,1,1
Bryan Freed,16,0,0,15,0,2,0
Laxman Dewangan,549,1,0,568,3,3,1
Martin Michlmayr,81,0,0,88,17,0,5
Philippe Reynes,268,1,0,273,1,1,1
Michal Schmidt,96,2,0,97,7,2,5
Alan Cox,2055,0,0,2705,5,97,30
Minghsiu Tsai,13,0,0,19,0,0,0
Garlic Tseng,13,0,0,13,3,4,0
Steven Toth,362,0,0,405,1,11,0
Frank Schaefer,215,0,0,5,0,0,0
Marek Belisko,219,0,0,227,12,1,1
Ido Shamay,39,5,1,44,0,0,1
Yang Li,11,0,0,0,2,0,1
Abhijeet Dharmapurikar,18,0,0,45,5,1,1
Julius Werner,28,2,0,28,0,16,0
Oleg Drokin,485,2,0,775,34,781,4
Michael Thalmeier,16,0,0,19,0,0,0
Vegard Nossum,174,15,0,186,15,11,53
Juliana Rodrigues,31,0,0,31,0,0,0
Dimitri Sivanich,52,0,0,51,7,52,8
Hisashi Nakamura,20,1,0,22,0,0,0
Nithin Sujir,60,0,0,1,0,0,1
Ihar Hrachyshka,11,1,1,11,0,0,0
Jon Frisch,19,0,0,19,0,0,0
Vincent Abriou,54,0,0,57,10,25,0
Holger Brunck,25,0,0,30,1,0,3
Brian Austin,47,1,0,47,3,0,1
Andrey Vagin,64,13,1,47,2,0,6
Anton Bondarenko,15,1,0,17,0,0,0
Adheer Chandravanshi,38,0,0,40,0,0,0
Lorenzo Stoakes,31,0,0,31,11,0,0
Xishi Qiu,47,2,0,51,1,0,5
Benjamin LaHaise,78,0,0,114,4,0,6
Rahul Bedarkar,30,0,0,30,0,1,0
Mark Charlebois,11,0,0,24,0,26,0
Zefan Li,25,2,0,25,0,0,1
Kinglong Mee,212,16,0,212,1,7,9
Milo Kim,83,2,1,83,4,0,0
Dor Shaish,11,0,0,13,0,8,0
Maarten Maathuis,20,0,0,26,7,0,2
Dave Johnson,10,0,0,8,0,0,0
Alexander Alemayhu,14,0,0,14,1,0,3
Sergio Prado,11,0,0,11,0,0,1
Jarno Rajahalme,64,13,4,64,0,0,4
Kyle Huey,18,1,1,18,4,0,4
Juergen Beisert,41,0,0,48,4,0,1
Jon Medhurst,160,4,0,174,23,15,5
Irina Tirdea,98,0,0,110,3,3,0
Yongji Xie,12,0,0,12,0,0,2
Fu Wei,30,0,0,47,0,1,0
Arianna Avanzini,10,1,0,24,0,0,0
Don Skidmore,214,0,0,220,0,0,0
Jasmin J,30,0,0,0,0,0,0
Tyler Baker,22,1,0,22,13,0,6
Piotr Luc,14,0,0,14,0,0,0
Daeseok Youn,206,2,1,208,0,0,0
Liu Ying,81,3,3,82,1,0,2
Linda Knippers,10,0,0,10,2,1,7
Thanneeru Srinivasulu,10,0,0,11,0,0,0
Michal Nazarewicz,184,1,1,191,0,2,0
Andy Green,48,0,0,56,1,0,0
Kumar Gala,815,0,0,2051,1,4,1
Tsugikazu Shibata,13,0,0,8,0,0,0
Michal Sojka,17,1,0,19,1,0,3
Andrew Bresticker,137,0,0,162,9,34,1
